adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/bXIOCU7Dcj0DrFbJOgY7YQp6yBk.jpg,[18],1083974,zh,开始的枪,"Zhuang is a late bloomer. When he first meets his classmate Meng, a talented long-distance runner, he rashly and spontaneously takes the blame for her theft of a starting pistol. But before they can get to know each other better, Meng gives him the cold shoulder. Confused, Zhuang decides to join Meng’s track team, even though this leaves him with less time for studying. Academic pressure is added to the puzzles of adolescence. Zhuang plans to surprise everyone with a bold gesture. He is just waiting for the right moment...",1.234,/hhm8RAeQAcsiNDKKcXrsuvhcjbx.jpg,2024-02-17,She Sat There Like All Ordinary Ones,False,6.0,1
False,/xGJkzfvSeUx1IqZae3u1Vx2G1z0.jpg,"[27, 10751]",1415948,en,Toe & Tina,"Toe Donnevan, his Jutland hag of a wife Tina and their 12 children are living in a perfect but small house close to the North sea.",1.233,/vF1g7pD79djEwBpXrTUo1mdTKXn.jpg,2024-12-20,Toe & Tina,False,0.0,0
False,/vwsJzVO03e5LHip0ZKfpKMmX2yJ.jpg,"[10402, 99]",1384686,fr,"Status Quo, Rockin' All Over The World",,1.233,/vkGNHuAmwX5wdPxZh6NlOG5Q28E.jpg,2024-11-08,"Status Quo, Rockin' All Over The World",False,8.0,1
False,/yFhlI40C1RgtTy1js0EFsZxu5hQ.jpg,[99],1384134,fr,Quand le sommeil est d'or,,1.233,/veRI3T1yAOM7x4xi9DOR2ihhFoJ.jpg,2024-11-05,Quand le sommeil est d'or,False,8.0,1
False,/b0byDF3NBvc0CLb3R66dAYHdMxf.jpg,[99],1371008,xx,CCCP (1917-1991),"Experimental short film that explores the rise and decline of the Soviet Union, from the revolutionary spark of 1917 to the challenges and sacrifices endured during World War II, until its dissolution in 1991.",1.233,/reOSGWZpIrLU2ywiTenGyhucNrX.jpg,2024-10-15,USSR (1917-1991),False,0.0,0
False,/zoS9GzQdUnv8EWRgEJ2M9T10LLB.jpg,[27],1311247,ta,7/ஜி,"Rajiv and Varsha, a couple with a five-year-old son, Rahul, moves to a new flat where Varsha faces paranormal activities. Can Varsha fight against supernatural forces to save their dream house, or she decides to leave her house to save her family?",1.233,/us7y8JTKNBs15JrVPntrcLVMyQg.jpg,2024-07-05,7/G,False,0.0,0
False,/qS9hREsZigcBoknqqB1ThdFrCX9.jpg,"[53, 9648]",1305999,zh,民间憋宝传说,"In the early years of the Republic of China, nestled in the quiet, dense forests of the Northeast, lies the village of Sandaolingzi. On this day, Kong Zhaosu, who works in the clandestine treasure-hunting trade, accidentally stumbles into this place and discovers that the seemingly peaceful village is filled with strange occurrences. Events such as ""the paper sedan chair kidnapping,"" ""the coffin beauty,"" and ""the golden sand of the corpse site"" happen one after another. What surprises Kong Zhaosu even more is that this small village hides an astonishing secret...",1.233,/nE67aGLdWIvzxyW3RHyn7qphJ9e.jpg,2024-06-18,Treasure Hunter,False,0.0,0
False,/4nTzF62Jc51N9GvGVoe8VzPHDQo.jpg,[35],1289286,fa,سال گربه,Jahangir ( Bahram Afshari ) has born with a curse . In every single year of cat everybody around him is in danger of death and this conduces to funny and horrible situations .,1.233,/lTIlfodr3QIFT3fTL1OytQyV6os.jpg,2024-04-10,The Year of Cat,False,0.0,0
False,/1x4vkwMLnhC9UqLuk2BqX2fyzuV.jpg,[35],1279411,en,Lucy Beaumont: Live From The Royal Court Theatre,"A stand-up performance by the comedian, featuring off-beat stories, unusual anecdotes and bizarre journeys through modern-day womanhood.",1.233,/zTnw73bHc5P5VorsHurBq50zFXG.jpg,2024-10-22,Lucy Beaumont: Live From The Royal Court Theatre,False,0.0,0
False,/fUahmNj4wu9nWmaZ1wzwsScDd4T.jpg,"[16, 10752, 36]",1184875,en,A Bear Named Wojtek,"Displaced by the Second World War, a troop of Polish soldiers form an inseparable bond through an orphaned bear they name Wojtek.",1.233,/1foJ7QUECAnL29MMtSCr7vy9mdW.jpg,2024-04-19,A Bear Named Wojtek,False,10.0,1
False,,[10402],1411507,en,Soup,Two best friends must face the reality of living thousands of miles apart from each other.,1.232,/wlyrV6cwDzPa87kGnzj9izymgBh.jpg,2024-12-20,Soup,False,0.0,0
False,,[99],1394106,ar,حالة عشق,"A feature-length documentary film by Carol Mansour and Muna Khalidi.  After 43 horrific days working round the clock under constant bombardment in the emergency rooms of Gaza’s Al Shifa and Al Ahli hospitals, British-Palestinian reconstructive surgeon, Dr. Ghassan Abu Sittah, emerged to find himself as a face of Palestinian resistance.",1.232,/mImvxGXxvcvYOwstwtwnraP7yZe.jpg,2024-11-16,A State of Passion,False,0.0,0
False,,"[35, 878, 16]",1383917,en,But I'm a Shoe,"This is the story of a woman who wanted to fly comfortably, so she used a new service called “Objectified Travel” just to be reminded that the grass isn't always greener.",1.232,/eKbSMkhFz4ktZh5M1ajedWsieuT.jpg,2024-11-13,But I'm a Shoe,False,0.0,0
False,/sW3wSWKEkZR9fjwY5v4N8qCV8e3.jpg,[99],1403555,en,Beyond the Goal,how is the byu men's soccer team so successful??????,1.231,/tYx5NbVD0jwmzfQtYpNYEMTd0kd.jpg,2024-12-16,Beyond the Goal,False,0.0,0
False,/Ag3lz9M8cW2uV0H6GOlHSK2TwVE.jpg,[16],1387337,es,Nombre Provisional,"Faced with his inability to finish a film, an author is forced to seek the advice of a mysterious voice in order to complete his story.",1.231,/pUuLjkV4CYHcvDKyOy8gN33Heb6.jpg,2024-11-07,Provisional Name,False,0.0,0
False,/xE5N2c4giOHySYdGfHfct7rePLi.jpg,"[27, 53]",1296282,es,RUTA 51,,1.231,/yo38mWu6s0yoamoyc71jNUbXzls.jpg,2024-11-08,RUTA 51,False,0.0,0
False,,[18],1398960,zh,椰林深处,"The seaside girl, Coconut Sister, who was obsessed with dance, married early because she had not yet overcome poverty. Unexpectedly, her husband passed away, and she endured hardships to raise her naturally mentally retarded eldest daughter and adopted daughter Xiaofeng. After passing the college entrance examination, Xiao Feng became confused in love. After painful reflection, she became a female entrepreneur and eventually trained the third generation to become ballet dancers with her mother.",1.23,/tUVvGhJBGuiXqQ6LaPoTPXmyw5r.jpg,2024-12-10,Women's Tales,False,0.0,0
False,,"[53, 10770]",1372129,en,My Mother Stole My Life,"A mother steals her estranged daughter's identity to escape an abusive boyfriend but when he finds her again, she's threatened all the more. But is the ex-boyfriend behind the threat or someone else? It's the forgiving daughter who must save her mother from the exposed villain.",1.23,/a157ViKAjurnUZYimc14BWTghoK.jpg,2024-11-21,My Mother Stole My Life,False,0.0,0
False,/i8kOG2nyOYJ16yj97jwH4xS6YdX.jpg,[99],1276689,es,Osario Norte. Los últimos días de San Valentín,,1.23,/lHuIjXGSjikpTIV8S1A2FHhOZx2.jpg,2024-05-13,Osario Norte. Los últimos días de San Valentín,False,0.0,0
False,/fluWrq2iyjShcBRLRFC23PpiPw5.jpg,"[53, 80, 9648]",1317779,pt,Pena Negra,"After the death of his mother, Carlos returns to his childhood home. During a long night, Carlos is confronted with the many neighbors of his hometown, who will try to test him and lead him to madness.",1.229,/6nX5MosopYdtcu7omNX7guYscRe.jpg,2024-07-10,Black Feather,False,10.0,1
False,/po4SBc46GzMfaXh2PJFXHvrp4r3.jpg,[99],1306383,pt,Será que é uma Estrela?,,1.229,/gkBxGySOecjmnc8FKVg7Qg1iyxm.jpg,2024-06-18,Será que é uma Estrela?,False,0.0,0
False,,"[18, 10749]",1409110,en,மழையில் நனைகிறேன்,"Jeeva, a wealthy but reckless Christian, falls for Aishwarya, an ambitious Brahmin girl focused on her U.S. education, but she rejects him. Fate changes when Jeeva befriends Aishwarya’s sister, Abhi, who praises him to Aishwarya, causing her to reconsider. Eventually, Aishwarya, torn between her dreams and feelings, decides to confess her love to Jeeva.",1.228,/z758nv98cDOOlAM20SIjs6yRFId.jpg,2024-12-27,Mazaiyil Nanaigiren,False,0.0,0
False,,[18],1403370,es,Con El Sudor De Tu Frente,"When Dolores, an undocumented immigrant who lives alone, discovers $3 million in cash, her life takes a sudden and unexpected turn.",1.228,/6Wp8pNMGKbhMlBa8NegRNBuxHy6.jpg,2024-05-14,Con El Sudor De Tu Frente,False,0.0,0
False,,[],1390228,it,The Private Lives of Jordi Molla' & Domingo Zapata,,1.228,/9A74XuCKrUb9ydaehDtJ685CUqS.jpg,2024-11-08,The Private Lives of Jordi Molla' & Domingo Zapata,False,0.0,0
False,,[35],1389684,en,JUICE,,1.228,/n0IgBzy2hxY2JzaUNFm0xRjoepI.jpg,2024-11-15,JUICE,False,0.0,0
False,/ooVhG04HOBN9pMb6FvxfbzVefYP.jpg,[28],1386672,zh,圆月弯刀鸿蒙初始,,1.228,/vwmWIswWvN4UoDApmmUNMBl7xto.jpg,2024-11-12,圆月弯刀鸿蒙初始,False,7.0,1
False,/cd1WB9fkgKLBHsKbxbI5k3iaS95.jpg,"[27, 14]",1256472,en,Dalila's Salon,An experimental fashion film exploring the euphoric beauty and horror within a hair salon.,1.228,/oBuT8W1hleKwb07w3myY8yT6U7O.jpg,2024-04-26,Dalila's Salon,False,0.0,0
False,/mk1XlkQijkg8DovVPz6MF727mW0.jpg,[18],1219650,ja,ブルーイマジン,"In the wake of a sexual assault, young actress Noel goes to Blue Imagine, a refuge for people who have experienced violence. With the help of her fellow residents, she is able to reclaim some of her confidence, and decides to confront her abuser.",1.228,/c7OyeNoASEiBx3SUiKrZYXEEly1.jpg,2024-01-24,Blue Imagine,False,0.0,0
False,/vuU3FIueWnmj28DZzwtIKlUN3FP.jpg,[18],1169649,tr,Karganın Uykusu,"A quiet and calm person who grew up in Germany and worked as the responsible manager in a mine transfer facility that had not been functioning for 4 years, Nasip (32) murdered his wife Sultan by strangling her, while she is asleep, but managed to conceal the incident by posturing it as a suicide. Nasip, who is afraid of killing his son İsmail (7) in his sleep at night, tries to protect him by locking his son and himself in different departments of the establishment routinely every night . Determined to commit suicide with the guilt he is experiencing, Nasip, has to find a family for his son that he can trust.",1.228,/2kMkv8kEYtF4FR8ifDCD4GXTWHd.jpg,2024-05-24,Sleep of the Crow,False,0.0,0
False,/kQ2W8Llc3gPM0WBXDxXCvNnDEDD.jpg,"[18, 35]",964851,fi,Ohjus,"Niina, a single mother working for a small-town newspaper, is drawn into an investigation into the fall of a Soviet missile that upends her life and that of her small northern village.",1.228,/57InsHnm0CClB7MogswhPvY9Gr8.jpg,2024-02-02,The Missile,False,6.6,8
False,/z9FOS4wezNRrh5jFtv4w46cYCxy.jpg,[99],1353361,el,Ο Τελευταίος Νομάς,"Greek Sarakatsani community members, a former group of nomadic animal breeders, share personal experiences and discuss the concept of identity today. A tribute to collective memory through an experiential journey that sets out from the past, progresses into the present, and contemplates the future.",1.227,/jW035u6PLjAp9sOeJwDKbxP2WWc.jpg,2024-11-29,The Last Nomad,False,0.0,0
False,/mrVUDjNSw5gkRpkttabxkGCmJvJ.jpg,[27],1147240,en,The Stalking,A witch conjures up evil spirits in the form of malignant sunflower plants which wreak havoc on a small suburban town. And a group of bullied teens must fight to survive these and other terrors that await them on Halloween Night.,1.227,/6ps1ExjtV1KASJDW5piq4buEFEt.jpg,2024-11-12,The Stalking,False,0.0,0
False,/iNeZ28rlQ3l9ZmhMFNi5dyFcaod.jpg,"[10770, 10749]",1386749,en,The Perfect Christmas Date,,1.226,/xquk7esV5P9vDHJKgJf3T6w7QPL.jpg,2024-12-03,The Perfect Christmas Date,False,5.0,1
False,,[18],1299139,fr,Toc Toc Toc,,1.226,/tgZuzZUT6dFq5iwLZk361LYMNF0.jpg,2024-06-01,Toc Toc Toc,False,0.0,0
False,/lZgjBy21UUjNrPTSdyysezmzeNL.jpg,[10402],1296342,en,Loyle Carner - hugo: reimagined (live from the Royal Albert Hall),"in celebration of the release of his critically lauded,  mercury prize nominated album “hugo”, revered wordsmith loyle carner reinterpreted the record for a very special live performance at the esteemed royal albert hall in october 2023",1.226,/1RQdE4w03yqC84KHqA2Uj3QbQhi.jpg,2024-05-23,Loyle Carner - hugo: reimagined (live from the Royal Albert Hall),False,0.0,0
False,/8Jc9HBJQpFuk5QSB5XlaOoW5t23.jpg,[35],1285495,tr,Takıntılar,"The film, adapted from French writer Laurent Baffie’s play “Toc Toc,” revolves around the adventures of six individuals with obsessive-compulsive disorder (OCD) whose appointments with renowned psychiatrist Orhan Kerim Baykal overlap, only to find that the doctor is nowhere to be found.",1.226,/gMZGiMBsNx50a94ioI09nhnrBYf.jpg,2024-11-15,Takıntılar,False,6.0,1
False,/6K7aQLpk17wBrTlX5eKjbkF91np.jpg,[],1244009,pt,Luccas e Gi em: Dinossauros,,1.226,/7NZAwKv6jGVLyMAkX7bhE5fPobE.jpg,2024-07-11,Luccas e Gi em: Dinossauros,False,0.0,0
False,/pm0P4pmg7DHZ4pD1cgKobWv7fYW.jpg,"[53, 35]",1240589,en,Dirty Airforces,A short film about two best friend's day out and what they accomplish in a day. This short film was inspired by a poem created by the writer (Khalid Rashid) wrote.,1.226,/gfsImWTg4CCWwjM6DQt1Q0fggs2.jpg,2024-01-22,Dirty Airforces,False,10.0,1
False,/iT85cnKnCmzW6k8Q1WCYAyTTOUg.jpg,[99],1201052,fr,Vivre avec les loups,"Soon, there will be wolves everywhere in France again. People have to learn to cohabit with them.",1.226,/2VY1KQabjzp3FEFDhdjRC4EQ7KR.jpg,2024-01-24,Living With Wolves,False,6.8,16
False,/eAkDnPOL3fDjtwPONoSvwijeUKo.jpg,"[35, 18, 14]",987612,fr,Ababouiné,"Set in the Faubourg à mélasse district of Montreal, Quebec, in the 1950s, the film centres on a conflict between the Roman Catholic Church and a young team of baseball players.",1.226,/o9anB9QiAneU0nWBo4VgxmJ3hrL.jpg,2024-08-23,Ababooned,False,8.0,2
False,,"[99, 35]",1403691,en,The Story of Pud - A Tell All Documentary,Join Aunty Donna and friends for this raw exposé into the making of the 2018 classic sketch 'Always Room For Christmas Pud'.,1.225,/hFojNaJ3AL9J7tHKSSVwBj0ms9N.jpg,2024-12-17,The Story of Pud - A Tell All Documentary,False,0.0,0
False,/1rBgtdyYwbOgUCmNOFlR7PR0ybI.jpg,"[53, 27]",1263180,es,Un Intento de un Sueño Surrealista,"This is a short film that tries to imitate a rather surreal and bizarre dream. Originally commissioned as an assignment with quite a few limitations such as; it can only have a maximum of 3 cuts, it has to be surreal, and it has to be one minute long, the creators liked the short film and decided to release this project to the public.",1.225,/agS7PcgI7wgHoRsR7gmMh7OG8VQ.jpg,2024-03-21,An Attempt at a Surrealistic Dream,False,6.0,1
False,,"[35, 18]",1211242,pa,ਵੱਡਾ ਘਰ,,1.225,/f1mYUS35jHgWOtFPxG5PoI8UKX3.jpg,2024-03-22,Vadda Ghar,False,0.0,0
False,,[10402],1147757,en,Royal Opera House: Message in a Bottle,"In a village in a country far away, the community live well and support each other. But when civil war breaks out this idyll of existence is devastated as the community is broken and homes destroyed. We follow the fortunes of a father, mother and their three teenage children – Leto, Mati and Tana – who face this brutal reality together. They are confronted with impossible choices in order to survive. They must leave their homeland and undertake a perilous journey to safer shores. Along the way they will be separated from each other and have to persevere alone.",1.225,,2024-05-30,Royal Opera House: Message in a Bottle,False,0.0,0
False,,[36],1404895,pt,uninspired,I've been so uninspired lately.,1.224,,2024-12-24,uninspired,False,0.0,0
False,/bH7WsJOJJZQXtZxXGRWz4RjcAH1.jpg,[99],1355601,lv,Beigas,"An artist, a zoologist, a nature scholar, and a sheep farmer working in the IT sector, who also happens to be an astronomy enthusiast, all view the demise of biological bodies differently. Forest carrion, larvae under tombstones, sheep in the barn, layers of feathers and bones, and shimmering green flies on decaying flesh – amidst all this is a human trying to understand their place in cosmology. In this grand tapestry of transformation, what is the human species: part of a cycle or more akin to superhuman?",1.224,/iR3BIR0AGHIIjM1hDrSg8LbIfV0.jpg,2024-10-22,The End,False,0.0,0
False,/5w3eT4OixKdSwetOUevHBA08bKC.jpg,[27],1297028,en,Rosario,"After her estranged grandmother unexpectedly passes away, a snowstorm locks Rosario in with the body while twisted supernatural forces begin assaulting her.",1.224,/pF4Ur6ue4oqJ5EDmTwLoD8ZDVzj.jpg,2024-11-01,Rosario,False,0.0,0
False,/zSRgVhzykKXYSwr7rJxzefHjxBY.jpg,[80],1296741,zh,破案之致命追凶,"A mysterious murder occurred in a forest farm near Jiangzhou City . However, behind this seemingly simple revenge murder, there is a confusing story. Detectives Yu and Cui Xiaotian conducted an in-depth investigation and gradually discovered that all this seemed to be related to the suspect Guo Haisheng's wife who had been missing for ten years.",1.224,/jXLfQlDxPUMbR6voCtXiEZlY4b7.jpg,2024-05-28,Fairy Tale Killer,False,0.0,0
False,,"[18, 10749, 9648, 35]",1285054,fr,Te Barre Pas,,1.224,/l1xP4emRsFQX5jSjCtng2Fhe8FA.jpg,2024-05-03,Te Barre Pas,False,8.0,2
False,,[],1302496,en,GCW Cage of Survival 3,"Watch GCW: Cage of Survival 3 live on TrillerTV+ straight from Showboat Hotel in Atlantic city! The first match is already announced and it's Effy vs Mance Warner.  Plus:  The Gauntlet of Survival Match to crown a New GCW World Champion!  Tune in, subscribe today and watch right here on TrillerTV!  *lineup subject to change",1.223,/7H9LX7tfRXTO1DxcChqOt7kEx0Q.jpg,2024-06-02,GCW Cage of Survival 3,False,0.0,0
False,/hywuvr9Osnt9xUQeaj8mF1yHv9n.jpg,"[99, 14]",1279751,es,El ruido del tiempo,"In the town of Xoco, the spirit of an old villager awakens in search of its lost home. Along its journey, the ghost discovers that the town still celebrates its most important festivities, but also learns that the construction of a new commercial complex called Mítikah will threaten the existence of both the traditions and the town itself.",1.223,/xN590DU1xTPY2C0n4Lnpd3rm6o6.jpg,2024-05-17,The Noise of Time,False,0.0,0
False,/yTYbKHC3f32iCNvdfvGblnPvJ6U.jpg,[18],1193128,ar,The Strangers' Case,"Over four centuries ago, William Shakespeare collaborated with others on a play about the historical figure Sir Thomas More. In it, he wrote a speech in which More passionately articulates a defence of refugees, culminating in a poignant reference to their plight. Fast-forward to the present: Aleppo, in the midst of the Syrian civil war. Amira, a paediatric surgeon, performs a life-saving operation during the darkest days of the conflict. Through an unexpected twist of fate, she and her daughter become central characters in a dangerous tale that intricately interweaves the lives of five families spanning four continents and redefines all of their existences. Versions of this story continue to repeat themselves over the centuries. For this reason, Shakespeare aptly named this plight “The Strangers’ Case”.",1.223,/aDazgOwmvw8tCCJcJca87hHnBem.jpg,2024-02-23,The Strangers' Case,False,8.0,1
False,/kx1zbFf1aXUneZS8SADJxY3YkKV.jpg,"[27, 10402]",1406614,en,The Terrifying Night Of Montrealloween,"When the sun sets on Montreal's Halloween night, the moon unleashes a supernatural power, transforming the calm citizens into blood thirsty monsters...",1.222,/A8vgLTP9PjLQViqJONfO9gBIkV8.jpg,2024-12-21,The Terrifying Night Of Montrealloween,False,10.0,1
False,,"[80, 18]",1304113,ml,DNA,The film depicts the many efforts of a lovely woman with a tender soul as she conquers a stone-cold man who does not reciprocate her love.,1.222,/nYFEoupQdH8I60cu97GXyQAyTqr.jpg,2024-06-14,DNA,False,0.0,0
False,/mnucJdTt2G3VyRUXjOWr1k2db9M.jpg,"[28, 53]",1275869,hi,The Alliance: Chapter One - Operation Metamorphosis,"In a city plagued by shadows, two unlikely allies, Doga and Dhruv, find themselves drawn together by a mysterious threat to national security. As they navigate the murky underworld, they uncover a sinister plot that blurs the lines between heroism and villainy. With the fate of their city hanging in the balance, Doga and Dhruv must use their unique abilities to confront the looming danger. But as they race against time, the ultimate question looms: will they succeed, or will the forces at play prove too formidable?",1.222,/c0fVmy7n3NUvGKHiBnyciEUlIaJ.jpg,2024-05-31,The Alliance: Chapter One - Operation Metamorphosis,False,0.0,0
False,/o04ukcp7MHlt9AYxJh61EEfSTNR.jpg,"[53, 28]",1043311,ta,மிஷன்: சாப்டர் 1,Follows a father fighting against odds in a bid to save his daughter who seems to be in trouble.,1.222,/cpDtEjfzys5p8f5cv1T9l8Iqjel.jpg,2024-01-12,Mission: Chapter 1,False,7.0,5
False,/thcoTAEBIk9EiDscqAOV8uZCHVl.jpg,"[18, 35]",682856,pa,ਤੇਰੀਆਂ ਮੇਰੀਆਂ ਹੇਰਾ ਫੇਰੀਆਂ,"Lucky is a young taxi driver whose dream of moving to the UK is thwarted by financial constraints. When he falls for Paali, whose father proposes a fake marriage to facilitate her UK immigration, Lucky agrees, hoping to win her love",1.222,/oZBIvd8aBFV8CnSQGwEIL3QDTIu.jpg,2024-06-21,Teriya Meriya Hera Pheriyan,False,0.0,0
False,/uZydcfwsGxvmoqtr8G2NtLeTl5x.jpg,[99],1418607,en,Journey to the UFC: Joe Pyfer,,1.221,/pxNZc1yZAjIeCunn8QoLOLjJb7u.jpg,2024-12-17,Journey to the UFC: Joe Pyfer,False,0.0,0
False,,[35],1402849,en,Femme Fatale,A naive mafia rookie is thrust into chaos when his boss's reckless scheme sparks a deadly showdown with a rival family.,1.221,/uIPzJ8Eb5IOeCExftNcnW5Ul0ec.jpg,2024-12-17,Femme Fatale,False,0.0,0
False,/h1AmUzf4MchR7UYgFdDkUpaqF77.jpg,"[36, 99]",1309783,de,Pirates & Slaves,Drama documentary based on the latest discovery of a 16th Century sailing shipwreck found close to Malta by an underwater research team led by maritime archaeologist Timmy Gambin.,1.221,/swXweMett7OvdHoIJNUJYsl7buG.jpg,2024-10-04,Pirates & Slaves,False,8.0,1
False,,[27],1204660,en,The Fetch,"Following the death of his only son, a grieving father is haunted by a terrifying demon known in Irish folklore as the Fetch.",1.221,/juGXaMXcDl95Fyfd5FjZgbkceWC.jpg,2024-10-27,The Fetch,False,10.0,1
False,/qhXlqAvBpwN05rFIVRfOsARXkXJ.jpg,[18],1390649,zh,深水裡,"She just wanted to feel a little lighter—her body, her soul, everything. One day, as she left the swimming pool, Jade noticed her bag seemed to be dripping, the dampness seeping into her very being. Determined to shed it all, she made her choice…",1.22,/q6gTiMvrtKAjW5nqZQBwP6DmqTt.jpg,2024-11-20,When the Water Stills,False,0.0,0
False,,"[28, 80, 18]",1273947,ms,Rebel,"Luka, a young man from the settlement area, grew up surrounded by unhealthy elements such as drug addiction, prostitution and gangsterism. Despite coming from such a background, Luka tries to live a normal life. He has a conflict with Bono since they were teenagers when Bono and his gang tried to blackmail his mother`s stall. Luka refuses to accept injustices and will always help whenever he can but the cards are stacked against him. He begins to rebel against the wrongs that are happening around him.",1.22,/6w7vApBT34Kb6B7ITxs45l9gswx.jpg,2024-05-02,Rebel,False,0.0,0
False,,[18],1267443,fr,Monochrome,,1.22,/r87AT7umv0LFiQ8meC3UMl7A5l2.jpg,2024-04-01,Monochrome,False,0.0,0
False,/duyyuzkSkL9j1y2QzuTA34p3JJj.jpg,[35],1225693,hu,Dumaszínház 20 - Röhögve Kibírtuk!,,1.22,/rx9YjUTnITVFKpG8QpUH2gXeZHT.jpg,2024-01-01,Dumaszínház 20 - Röhögve Kibírtuk!,False,1.0,1
False,/qgzPrTfbGt8VHkaEMm36VvJrqjl.jpg,"[12, 10751, 18]",1026266,fr,Echo à Delta,"Etienne (10 years old) and his little brother David (7 years old) share everything: their room, their toys, but especially their unbridled imagination. When David mysteriously disappears, Etienne, with the help of his friends, tries to prove that he has been abducted by aliens.",1.22,/8b7BJAkrLTsjpMZfFDtxwccE5NV.jpg,2024-03-01,Echo to Delta,False,0.0,0
False,,"[18, 80]",1424430,en,KNE - The Kustodi of East Naples,"Naples: a large family in one of the most disadvantaged neighborhoods in the east of the city. The state is the Camorra. The underworld is the only resource and the only ideal. Four brothers, who grew up in the ""school of the underworld"", dream of reigning, starting from their neighborhood throughout the province. At all costs.",1.219,/NGMMx01lntaC66MnQ29UU03f2o.jpg,2024-04-16,KNE - The Kustodi of East Naples,False,0.0,0
False,/9ABOi8LWFcrcPaqXKjTTSHLlQxt.jpg,"[18, 35]",1313926,en,Tardes de Café,"Amidst the tranquil afternoon ambiance, two strangers find solace in the intimate setting of a neighborhood café, dwelling into introspective conversations about uncertain circumstances that will profoundly redefine their outlook on life.",1.219,/iVch0To3WeiqrqCpzxWC80n71jc.jpg,2024-07-06,Tardes de Café,False,9.0,1
False,/1To3VXyfkfXO8VvhgYqtZbSYsCb.jpg,[18],1207126,da,Fuld af kærlighed,"A middle-class family, on the surface happy and perfect, are close to disintegration due to the father's escalating alcoholism. After several years of failure and broken promises, they finally give him an ultimatum. However, they must soon recognize that the solution rests on everyone's shoulders.",1.219,/rGfVvNGm3QFg8lTweOStUTFqEwh.jpg,2024-05-23,Full of Love,False,7.0,3
False,/ryGV7SYaagnUVdQ661C4Xgxm3ar.jpg,"[18, 53]",1147918,tr,On Saniye,"The struggle of a mother and guidance counselor who will do anything to get her child back to school, expelled from William College, one of the best and most prestigious schools in the country, for a crime she committed.",1.219,/kVIddrEIwN1MUsu8WBNkbnlEKwI.jpg,2024-12-20,In Ten Seconds,False,0.0,0
False,/hN1cYojjUGKMwO9sIE6XFF6e01R.jpg,[18],1396898,en,Paradise Falls: A Christmas Story,A young New Yorker finds herself caught between her longing to honor her late mother's love for Christmas and her grandfather's deep-seated aversion to embrace the holiday spirit when she returns to her family's lush Costa Rican estate after many years away.,1.218,/aF8DXxwrUBmspixvA9Wo2w9dlCf.jpg,2024-12-12,Paradise Falls: A Christmas Story,False,0.0,0
False,,[],1377510,ja,忘れっぽいハムレット,,1.218,/mLlU2VhYSHbGcjcqpyu6jgnEhKh.jpg,2024-11-09,Forgetful Hamlet,False,0.0,0
False,,"[35, 10751]",1371861,ru,Омар в большом кино,"Omar gets a job as a driver for a family and, in between, becomes a nanny for a girl named Anfisa. At first glance, it seems that she lives in paradise: her parents have a lot of money, and the house looks like a museum and has artificial intelligence. In fact, her mother and father's marriage is falling apart, and Anfisa herself is trying in every way to prevent their divorce, doing unthinkable tricks. Omar has his own reasons for putting up with the antics of the unbearable girl: he needs a luxurious house to pretend to be a millionaire in front of his relatives, who are about to arrive from Dagestan. Meanwhile, the family's previously fired tutor Valery has come up with an insidious plan that could ruin the lives of everyone involved.",1.218,/tmMEd9ksw9Ix0k0nzilC5HwZXvl.jpg,2024-12-31,Omar v bolshom kino,False,0.0,0
False,/olJeFOhHc66c9zpfMGIehbEv4DE.jpg,[36],1360109,hi,The Legend of Sudarshan Chakra,"A biographical film chronicling the life of spiritual leader Gurudev Shri Sudarshan Lal Maharaj from his early advocacy for social reform to his final days, cementing his legacy of national unity and human Upliftment.",1.218,/1Sjj7FcDg3L3kKdVA6JouFirYhU.jpg,2024-11-15,The Legend of Sudarshan Chakra,False,0.0,0
False,,[18],1322894,es,Colmillos,"Amidst the grief of her grandfather's passing, a little girl discovers solace in the gentle companionship of a stray dog.",1.218,/77Br7l8DbO5Dxs1O7QDR69veDWA.jpg,2024-11-20,Fangs,False,0.0,0
False,/1XzhUH2vtYdMTQhe6pVBfYSJAwF.jpg,"[18, 14]",1310811,ja,祝日,"A middle-schooler, Kiho lives alone after her father committed suicide and her mother who has been absorbed in a cult religion disappeared. One day, when Kiho goes to school and sees a sign “School is closed” she decides to find an eternal rest. However, when she goes up to the roof and runs into a strange woman who calls herself as “angel”. The day they spend together might be her last day, but it could be a new door that leads to another day. It makes us pay more attention to how delicate and precious our daily lives are, and discover the true meaning of life.",1.218,/hxVRykaP6zFP0lGbxTgT7pWr3oi.jpg,2024-05-17,Our Last Day,False,0.0,0
False,/Abz9jVHHYfCeSzHib2ug7CPeERn.jpg,"[28, 80, 53]",874759,ml,ത്രയം,"A few people who arrive at a buzzing city unexpectedly and the events that happen, which leave their lives upended",1.218,/5IOrWZUmhUvq7LiXb8C9VR5Nh6y.jpg,2024-10-25,Thrayam,False,0.0,0
False,,[10749],1374847,en,Christmas on the Ranch,"When a talk show relationship expert with her own romantic hang-ups gets stranded at a ranch before Christmas, the charming rancher reminds her that love is always worth the risk.",1.217,/q3oAFF9sErEFKBH4dKhfVZHwEfd.jpg,2024-11-01,Christmas on the Ranch,False,5.5,2
